,phrases,frequency
6470,set sent,1
6471,settl infused,1
6472,setup chines,1
6473,seven are,1
6474,seven billion,1
6475,seven cam,1
6476,seven control,1
6477,seven day,4
6478,seven delivery,3
6479,seven eight,2
6480,seven eighteen,1
6481,seven fiv,2
6482,seven four,2
6483,seven ha,1
6484,seven hundred,5
6485,seven is,1
6486,seven million,1
6487,seven neith,1
6488,seven ninety,1
6489,seven no,1
6490,seven only,1
6491,seven product,1
6492,seven sent,1
6493,seven seven,1
6494,seven sixteen,1
6495,seven so,1
6496,seven the,1
6497,seven thirty,1
6498,seven thousand,4
6499,seven today,2
6500,seven two,2
6501,seven until,1
6502,seven vacuum,1
6503,seven wish,1
6504,seventeen eight,1
6505,seventeen eighteen,2
6506,seventeen four,1
6507,seventeen two,1
6508,seventeenth still,1
6509,seventy fiv,2
6510,seventy four,2
6511,seventy million,1
6512,seventy nin,1
6513,seventy one,5
6514,seventy seven,1
6515,seventy thre,1
6516,sever delay,1
6517,sever email,2
6518,sever ended,1
6519,sever tim,5
6520,sever ve,1
6521,sever wondering,1
6522,sewing dark,1
6523,sewing kit,1
6524,shaken falsified,1
6525,shall favor,1
6526,shall when,1
6527,sham buy,1
6528,sham company,1
6529,sham is,1
6530,sham paid,1
6531,sham partn,1
6532,sham request,1
6533,shampo received,1
6534,shap hb,1
6535,shap it,1
6536,sharpened crap,1
6537,sharpnes match,1
6538,shaved corn,1
6539,she scared,1
6540,she smell,1
6541,sheet already,1
6542,sheet been,1
6543,sheet bought,1
6544,sheet cam,1
6545,sheet disappointed,1
6546,sheet if,1
6547,sheet not,1
6548,sheet thick,1
6549,shelv delivered,1
6550,shift received,1
6551,shipment yet,1
6552,shipped within,1
6553,shipping box,1
6554,shipping cod,1
6555,shipping four,1
6556,shipping got,1
6557,shipping information,1
6558,shipping post,1
6559,shipping thought,1
6560,shirt eightxon,1
6561,shirt induc,1
6562,sho box,1
6563,sho glu,1
6564,shop can,1
6565,shop not,1
6566,shop sell,1
6567,shopping canist,1
6568,shopping chargeback,1
6569,shopping distribution,1
6570,shopping serv,1
6571,short duty,1
6572,short term,1
6573,should confirm,1
6574,should delivered,1
6575,should do,1
6576,should explain,1
6577,should found,1
6578,should mor,1
6579,should not,1
6580,should proceed,3
6581,should put,1
6582,should receiv,1
6583,should received,1
6584,should send,3
6585,should six,1
6586,should use,1
6587,show addres,1
6588,show bought,1
6589,show delivered,2
6590,show min,1
6591,show not,1
6592,show paid,1
6593,show speak,1
6594,show the,1
6595,showed only,1
6596,showed the,1
6597,shown figur,1
6598,shown phon,1
6599,shown purchas,1
6600,shown sit,1
6601,showtim second,1
6602,shredded releasing,1
6603,sid bottl,1
6604,sid the,3
6605,sight understood,1
6606,sigm als,1
6607,sign the,1
6608,signaling canist,1
6609,signed delivery,1
6610,signed nothing,1
6611,silk col,1
6612,silv hav,1
6613,silv model,1
6614,silv silk,1
6615,silv the,1
6616,silv they,1
6617,simil packag,1
6618,simil product,2
6619,simil that,1
6620,simparic box,1
6621,simparic forty,1
6622,simpl box,1
6623,simpl delivery,1
6624,simpl dishwashing,1
6625,simpl do,1
6626,simpl the,1
6627,simpl voic,1
6628,simpl waiting,1
6629,simply canceled,2
6630,simply deliv,1
6631,simply glov,1
6632,simply horribl,1
6633,simply lik,1
6634,simply not,6
6635,simply send,1
6636,simply undermined,1
6637,simulat one,1
6638,sinc bought,1
6639,sinc confirmation,1
6640,sinc day,2
6641,sinc delivered,1
6642,sinc did,2
6643,sinc eleventh,1
6644,sinc it,1
6645,sinc liv,1
6646,sinc product,2
6647,sinc received,1
6648,sinc scholarship,1
6649,sinc seventeen,1
6650,sinc six,1
6651,sinc the,2
6652,singl bedding,1
6653,singl blu,1
6654,singl covered,1
6655,singl eleganc,1
6656,singl freight,1
6657,singl muskete,1
6658,singl pack,1
6659,singl siz,1
6660,siren alarm,1
6661,sist received,1
6662,sistem nothing,1
6663,sit addition,1
6664,sit addres,1
6665,sit announced,1
6666,sit appe,2
6667,sit asked,1
6668,sit buy,1
6669,sit can,1
6670,sit canist,4
6671,sit contact,1
6672,sit could,1
6673,sit demand,1
6674,sit different,2
6675,sit divergent,1
6676,sit doe,1
6677,sit fiv,1
6678,sit friend,1
6679,sit giv,1
6680,sit ha,2
6681,sit imag,1
6682,sit in,1
6683,sit inform,1
6684,sit informed,1
6685,sit is,2
6686,sit it,1
6687,sit ll,1
6688,sit locked,1
6689,sit look,1
6690,sit many,1
6691,sit missed,1
6692,sit need,1
6693,sit nin,1
6694,sit no,1
6695,sit not,4
6696,sit product,1
6697,sit realized,1
6698,sit say,1
6699,sit saying,1
6700,sit swor,1
6701,sit telephon,1
6702,sit the,10
6703,sit thil,1
6704,sit tim,1
6705,sit to,1
6706,sit try,1
6707,sit valu,1
6708,sit wa,2
6709,sit waiting,1
6710,sit want,1
6711,sit well,2
6712,sitting research,1
6713,situatiom would,1
6714,situation be,2
6715,situation not,1
6716,situation pleas,1
6717,situation understand,1
6718,situation waiting,1
6719,six cam,1
6720,six cartridg,1
6721,six cup,1
6722,six day,1
6723,six dry,1
6724,six each,1
6725,six eight,3
6726,six eighteen,3
6727,six fifteen,1
6728,six got,1
6729,six ha,1
6730,six hundred,11
6731,six identic,1
6732,six inf,1
6733,six it,1
6734,six ivory,2
6735,six kit,1
6736,six malays,1
6737,six me,1
6738,six memori,1
6739,six million,1
6740,six month,1
6741,six ninety,1
6742,six only,1
6743,six ord,1
6744,six outlet,1
6745,six plac,1
6746,six print,1
6747,six probl,1
6748,six product,1
6749,six returned,1
6750,six rug,1
6751,six seven,2
6752,six six,4
6753,six sixty,1
6754,six tablet,1
6755,six thousand,1
6756,six today,1
6757,six twenty,2
6758,six two,8
6759,six would,1
6760,sixteen card,1
6761,sixteen eight,2
6762,sixteen nothing,1
6763,sixteen two,1
6764,sixteen version,1
6765,sixteenth the,1
6766,sixty cabl,1
6767,sixty capsul,2
6768,sixty cm,1
6769,sixty did,1
6770,sixty eight,1
6771,sixty fiv,1
6772,sixty four,2
6773,sixty is,1
6774,sixty million,1
6775,sixty nin,2
6776,sixty one,2
6777,sixty received,2
6778,sixty six,2
6779,sixty stainles,1
6780,sixty tablet,1
6781,sixty two,2
6782,sixty zer,1
6783,siz bed,1
6784,siz dissatisfied,1
6785,siz fifty,1
6786,siz larg,1
6787,siz not,1
6788,siz of,1
6789,siz ordered,1
6790,siz quantity,1
6791,siz received,1
6792,siz regretted,1
6793,siz requested,1
6794,siz small,2
6795,siz such,1
6796,siz the,3
6797,siz thirty,2
6798,siz wer,1
6799,skat hop,1
6800,skat received,1
6801,skirt not,1
6802,skirt only,1
6803,skirt the,1
6804,sleeping my,1
6805,sleeping tabl,1
6806,sliced se,1
6807,slight sloped,1
6808,slim lif,2
6809,slip had,1
6810,sloped sometim,1
6811,slow doe,1
6812,small box,1
6813,small defect,1
6814,small defectiv,1
6815,small different,1
6816,small hav,1
6817,small nin,1
6818,small pam,1
6819,small perceived,1
6820,small po,1
6821,small product,3
6822,small quantity,1
6823,small sit,1
6824,small siz,1
6825,small spid,1
6826,small suit,1
6827,small the,2
6828,small valu,1
6829,small wher,1
6830,smart ram,1
6831,smart televisiom,1
6832,smart tv,2
6833,smartphon missing,1
6834,smell air,1
6835,smell could,1
6836,smell smelling,1
6837,snak the,1
6838,so far,57
6839,so fill,1
6840,so ha,1
6841,so hard,1
6842,so lat,1
6843,so littl,1
6844,so many,1
6845,so much,1
6846,so not,1
6847,so paid,1
6848,soc towel,1
6849,socc ball,1
6850,socket is,1
6851,sof shall,1
6852,soft not,1
6853,sold camel,1
6854,sold delivered,1
6855,sold fak,1
6856,sold friend,1
6857,sold if,1
6858,sold lik,1
6859,sold me,1
6860,sold my,1
6861,sold one,1
6862,sold orig,1
6863,sold paid,1
6864,sold product,3
6865,sold speak,1
6866,sold the,1
6867,sold twenty,1
6868,solicit return,1
6869,solid stat,1
6870,solution delivery,1
6871,solution export,1
6872,solution given,1
6873,solution the,3
6874,solution thil,1
6875,solution will,1
6876,solution without,1
6877,solv forty,1
6878,solv nobody,1
6879,solv not,1
6880,solv probl,19
6881,solv product,1
6882,solv the,1
6883,solv unpleasant,1
6884,solv urgent,1
6885,solv without,1
6886,solved probl,1
6887,solved the,1
6888,som car,1
6889,som concret,1
6890,som feedback,1
6891,som satisfaction,1
6892,som tim,1
6893,someon already,1
6894,someon els,4
6895,someon tak,1
6896,someon that,1
6897,someon the,1
6898,someon wa,1
6899,something be,1
6900,something camelodr,1
6901,something els,1
6902,something hit,1
6903,something lik,1
6904,something that,1
6905,sometim already,1
6906,sometim erased,1
6907,sometim tak,1
6908,son annoyed,1
6909,son birthday,1
6910,son every,1
6911,song lov,1
6912,sony orig,1
6913,sony rm,1
6914,soon alway,1
6915,soon erased,1
6916,soon first,1
6917,soon lat,1
6918,soon mad,2
6919,soon merchandis,1
6920,soon possibl,1
6921,soon receiv,1
6922,soon receiving,1
6923,soon the,1
6924,soon will,1
6925,soon you,1
6926,sor do,1
6927,sorry paid,1
6928,sound is,1
6929,sound low,1
6930,sourc body,1
6931,sourc thick,1
6932,southern region,1
6933,sp bh,1
6934,sp object,1
6935,speak anyon,1
6936,speak delivery,1
6937,speak directly,1
6938,speak even,1
6939,speak non,1
6940,speak serv,1
6941,speak stor,1
6942,speak the,1
6943,speak wa,1
6944,speaking per,1
6945,specification insid,1
6946,specified gav,1
6947,specified the,1
6948,speculativ fragil,1
6949,speech therapist,1
6950,speed reduced,2
6951,spend day,1
6952,spend littl,1
6953,spending tim,1
6954,spent day,1
6955,spent go,1
6956,spent good,1
6957,spent long,1
6958,spent much,1
6959,spid the,1
6960,spin mop,1
6961,splendid valv,2
6962,spoiled alon,1
6963,spoiled bad,1
6964,spoiled changed,1
6965,spoiled print,1
6966,spok the,1
6967,spoken it,1
6968,spoken the,1
6969,spray cap,1
6970,spray unit,2
6971,spy clock,1
6972,sr manag,1
6973,sr medicatiom,1
6974,ssa unit,1
6975,ssd only,1
6976,st als,1
6977,st alway,1
6978,st bought,1
6979,st buy,2
6980,st delivery,2
6981,st hop,2
6982,st mad,1
6983,st mak,2
6984,st not,2
6985,st questioning,1
6986,st the,2
6987,st thil,2
6988,st toy,1
6989,st would,1
6990,st zer,1
6991,stack consumption,1
6992,stained bracelet,1
6993,stained look,1
6994,stained the,1
6995,stainles not,1
6996,stainles steel,2
6997,stall worth,1
6998,stallion nev,1
6999,stamping machin,1
7000,stand wireles,1
7001,standard component,1
7002,standard would,1
7003,stark alway,2
7004,stark are,1
7005,stark buy,1
7006,stark client,1
7007,stark competi,1
7008,stark follow,1
7009,stark no,1
7010,stark not,1
7011,stark po,1
7012,stark targaryen,1
7013,stark the,1
7014,stark thil,1
7015,stark total,1
7016,stark websit,4
7017,stark work,1
7018,stark would,1
7019,start long,1
7020,started col,1
7021,stat delivered,1
7022,stat it,1
7023,stat ivan,1
7024,stated it,2
7025,stated my,1
7026,stated the,1
7027,statement com,1
7028,statement gon,1
7029,statement the,1
7030,stating it,1
7031,stating they,1
7032,statu delivery,1
7033,statu po,1
7034,statu stat,1
7035,statu wher,1
7036,statur yet,1
7037,stay awaiting,1
7038,stay him,1
7039,stay incomplet,1
7040,stay not,1
7041,stay that,1
7042,stay the,3
7043,stay without,2
7044,stayed almost,1
7045,ste to,1
7046,ste wat,1
7047,steel basket,1
7048,step deep,1
7049,step equal,2
7050,step may,2
7051,step the,1
7052,step two,1
7053,stere microphon,1
7054,stethoscop not,1
7055,stethoscop stor,1
7056,stew received,1
7057,stick aut,1
7058,stick card,1
7059,stick received,1
7060,stick the,1
7061,still arriv,2
7062,still arrived,1
7063,still availabl,1
7064,still await,2
7065,still awaiting,1
7066,still cam,1
7067,still charg,1
7068,still charged,1
7069,still coming,1
7070,still delay,1
7071,still delivered,2
7072,still did,1
7073,still discounting,1
7074,still expect,2
7075,still expensiv,1
7076,still fit,1
7077,still giv,1
7078,still hav,1
7079,still hop,3
7080,still missing,2
7081,still no,4
7082,still not,18
7083,still product,2
7084,still receiv,1
7085,still received,1
7086,still receiving,1
7087,still recommend,1
7088,still registered,1
7089,still see,1
7090,still sent,1
7091,still small,1
7092,still st,1
7093,still stuck,1
7094,still ten,1
7095,still the,4
7096,still today,1
7097,still wait,1
7098,still waiting,11
7099,stipulated deadlin,4
7100,stipulated period,1
7101,stock calling,1
7102,stock crim,1
7103,stock did,1
7104,stock doe,1
7105,stock extremely,1
7106,stock leav,1
7107,stock let,1
7108,stock on,1
7109,stock only,1
7110,stock should,1
7111,stock the,1
7112,stock thre,1
7113,stock tim,1
7114,stock when,1
7115,stock would,1
7116,stolen nobody,1
7117,stolen post,1
7118,ston grind,1
7119,stop received,1
7120,stop the,1
7121,stopped canist,1
7122,stopped conclusion,1
7123,stopped did,1
7124,stopped fulfilling,1
7125,stopped no,1
7126,stopped printing,1
7127,stopped receiving,1
7128,stopped step,1
7129,stopped the,1
7130,stopped working,2
7131,stor absurd,1
7132,stor an,1
7133,stor anyon,1
7134,stor are,1
7135,stor as,1
7136,stor bar,1
7137,stor billed,1
7138,stor bought,2
7139,stor cam,1
7140,stor canist,1
7141,stor chang,1
7142,stor charg,1
7143,stor contact,2
7144,stor continu,1
7145,stor decid,1
7146,stor detail,1
7147,stor did,2
7148,stor expected,1
7149,stor fault,1
7150,stor four,1
7151,stor garbag,1
7152,stor given,1
7153,stor handed,1
7154,stor hop,1
7155,stor horribl,1
7156,stor in,2
7157,stor is,1
7158,stor it,2
7159,stor jok,1
7160,stor lik,1
7161,stor mak,1
7162,stor measur,1
7163,stor need,1
7164,stor nev,2
7165,stor ngm,1
7166,stor not,6
7167,stor nothing,1
7168,stor now,1
7169,stor offered,1
7170,stor one,2
7171,stor only,2
7172,stor open,1
7173,stor oth,1
7174,stor pay,1
7175,stor post,1
7176,stor product,1
7177,stor question,1
7178,stor received,1
7179,stor recommend,1
7180,stor referenc,1
7181,stor refus,1
7182,stor rejecting,1
7183,stor relation,2
7184,stor returned,1
7185,stor said,2
7186,stor sell,2
7187,stor send,1
7188,stor sent,4
7189,stor sever,1
7190,stor simply,1
7191,stor sinc,1
7192,stor so,2
7193,stor solv,1
7194,stor stallion,1
7195,stor stark,1
7196,stor still,1
7197,stor such,1
7198,stor tak,1
7199,stor taking,1
7200,stor terribl,1
7201,stor the,5
7202,stor to,2
7203,stor tried,1
7204,stor unsuccessful,1
7205,stor websit,2
7206,stor with,2
7207,stor you,2
7208,stor zer,1
7209,story careful,1
7210,straight equal,1
7211,strang addition,1
7212,strang not,1
7213,streamlin delivery,1
7214,street negr,1
7215,street not,1
7216,stres arrived,1
7217,strik delay,1
7218,strik disord,1
7219,strik from,1
7220,strik lig,1
7221,strik not,1
7222,strik the,1
7223,strik truck,1
7224,strik until,1
7225,strong smell,1
7226,structur already,1
7227,structur would,1
7228,stuck post,1
7229,studi chos,1
7230,sub nic,1
7231,subjectles matt,1
7232,submitted purposely,1
7233,succeed far,1
7234,such bad,1
7235,such delay,1
7236,such it,1
7237,such pract,1
7238,such situation,1
7239,suit do,1
7240,suit voir,1
7241,summarizing asked,1
7242,summarizing naughty,1
7243,sunday wer,1
7244,sup annoyed,1
7245,sup disappointment,1
7246,sup facing,1
7247,sup faithful,1
7248,sup fin,1
7249,sup mop,1
7250,sup short,1
7251,sup small,1
7252,sup thin,1
7253,suppli ha,1
7254,suppli ne,1
7255,suppli not,1
7256,suppli purchased,1
7257,suppli respons,1
7258,suppli thil,1
7259,suppli week,1
7260,supply cabl,1
7261,support back,1
7262,support grill,1
7263,support help,1
7264,support support,1
7265,support the,2
7266,support window,1
7267,sur the,1
7268,surnam the,1
7269,surpris cam,1
7270,surpris receiv,1
7271,surpris received,1
7272,surpris the,1
7273,surrend hj,1
7274,surrend it,1
7275,suspect gam,1
7276,suspect the,1
7277,switch correct,1
7278,switch tried,1
7279,swor be,1
7280,sword sixty,1
7281,sword the,1
7282,synthetic leath,1
7283,syst failur,1
7284,syst inefficiency,1
7285,syst not,1
7286,syst purchas,1
7287,syst thil,1
7288,tabl bab,1
7289,tabl eas,1
7290,tabl is,1
7291,tabl the,1
7292,tabl two,1
7293,tabl yet,1
7294,tablecloth without,1
7295,tablet arrived,1
7296,tablet be,1
7297,tablet cam,1
7298,tablet com,1
7299,tablet delivered,1
7300,tablet genesil,1
7301,tablet not,1
7302,tablet received,1
7303,tablet requested,1
7304,tablet two,1
7305,tactic vest,1
7306,tak action,2
7307,tak arrangement,1
7308,tak but,1
7309,tak complaint,1
7310,tak delivery,1
7311,tak faithful,1
7312,tak if,1
7313,tak just,1
7314,tak long,2
7315,tak paid,1
7316,tak show,1
7317,tak simpl,1
7318,tak solv,1
7319,tak step,1
7320,tak targaryen,1
7321,tak than,1
7322,tak the,4
7323,tak tim,1
7324,tak unfortunat,1
7325,tak urgent,1
7326,taken car,1
7327,taken ninety,1
7328,taking hug,1
7329,taking littl,1
7330,taking long,2
7331,taking mt,1
7332,taking proton,1
7333,talk an,2
7334,talk anyon,3
